X,Y,Z
-13.58651494,-16.09238513,-32.50251123
-13.63658326,-16.10527506,-32.52854559
-13.68675023,-16.1182073,-32.55466541
-13.73701623,-16.13118192,-32.58087084
-13.78738163,-16.144199,-32.60716203
-13.83784681,-16.15725863,-32.63353914
-13.88841214,-16.17036087,-32.66000233
-13.939078,-16.18350581,-32.68655175
-13.98984478,-16.19669353,-32.71318757
-14.04071285,-16.2099241,-32.73990995
-14.09168259,-16.22319761,-32.76671905
-14.1427544,-16.23651413,-32.79361502
-14.19392865,-16.24987375,-32.82059805
-14.24520574,-16.26327655,-32.84766829
-14.29658605,-16.27672262,-32.87482591
-14.34806997,-16.29021203,-32.90207108
-14.39965788,-16.30374488,-32.92940397
-14.45135019,-16.31732123,-32.95682475
-14.50314729,-16.33094119,-32.98433359
-14.55504956,-16.34460484,-33.01193067
-14.60705741,-16.35831225,-33.03961615
-14.65917124,-16.37206353,-33.06739022
-14.71139143,-16.38585875,-33.09525305
-14.7637184,-16.39969801,-33.12320482
-14.81615255,-16.41358139,-33.15124571
-14.86869427,-16.42750899,-33.1793759
-14.92134397,-16.44148089,-33.20759558
-14.97410207,-16.45549719,-33.23590492
-15.02696895,-16.46955797,-33.26430412
-15.07994505,-16.48366334,-33.29279335
-15.13303076,-16.49781337,-33.32137281
-15.18622649,-16.51200817,-33.35004268
-15.23953267,-16.52624783,-33.37880315
-15.2929497,-16.54053244,-33.40765442
-15.346478,-16.5548621,-33.43659667
-15.400118,-16.5692369,-33.46563011
-15.4538701,-16.58365695,-33.49475493
-15.50773474,-16.59812233,-33.52397132
-15.56171233,-16.61263316,-33.55327948
-15.61580329,-16.62718952,-33.58267961
-15.67000807,-16.64179151,-33.61217191
-15.72432707,-16.65643924,-33.64175659
-15.77876074,-16.67113281,-33.67143384
-15.83330949,-16.68587231,-33.70120388
-15.88797377,-16.70065786,-33.7310669
-15.94275402,-16.71548954,-33.76102312
-15.99765065,-16.73036747,-33.79107275
-16.05266412,-16.74529176,-33.82121599
-16.10779485,-16.76026249,-33.85145306
-16.1630433,-16.77527979,-33.88178417
-16.21840991,-16.79034376,-33.91220954
-16.27389511,-16.8054545,-33.94272938
-16.32949936,-16.82061212,-33.9733439
-16.3852231,-16.83581673,-34.00405334
-16.44106678,-16.85106844,-34.0348579
-16.49703085,-16.86636736,-34.06575782
-16.55311577,-16.8817136,-34.09675331
-16.60932199,-16.89710728,-34.1278446
-16.66564997,-16.91254849,-34.15903191
-16.72210017,-16.92803736,-34.19031548
-16.77867304,-16.94357401,-34.22169553
-16.89218867,-16.97479106,-34.28474601
-16.94913235,-16.9904717,-34.3164169
-17.00620057,-17.00620057,-34.3481852
-12.09295306,-15.76676159,-31.76754148
-12.14018247,-15.77840751,-31.79100617
-12.18749958,-15.79009379,-31.8145522
-12.23490471,-15.8018205,-31.83817968
-12.28239822,-15.81358771,-31.86188873
-12.32998044,-15.82539545,-31.88567949
-12.37765172,-15.83724381,-31.90955207
-12.4254124,-15.84913284,-31.93350659
-12.47326283,-15.86106261,-31.95754318
-12.52120335,-15.87303317,-31.98166198
-12.56923431,-15.88504459,-32.0058631
-12.61735606,-15.89709693,-32.03014668
-12.66556895,-15.90919027,-32.05451284
-12.71387333,-15.92132465,-32.07896171
-12.76226954,-15.93350016,-32.10349344
-12.81075795,-15.94571685,-32.12810814
-12.85933891,-15.95797479,-32.15280596
-12.90801276,-15.97027404,-32.17758703
-12.95677987,-15.98261469,-32.20245148
-13.00564059,-15.99499679,-32.22739946
-13.05459528,-16.00742041,-32.2524311
-13.10364431,-16.01988562,-32.27754654
-13.15278802,-16.0323925,-32.30274593
-13.20202678,-16.0449411,-32.3280294
-13.25136096,-16.05753152,-32.35339709
-13.30079091,-16.0701638,-32.37884916
-13.35031701,-16.08283803,-32.40438574
-13.39993961,-16.09555429,-32.43000698
-13.44965909,-16.10831263,-32.45571304
-13.49947581,-16.12111314,-32.48150405
-13.54939014,-16.13395589,-32.50738017
-13.59940246,-16.14684096,-32.53334155
-13.64951313,-16.15976842,-32.55938835
-13.69972253,-16.17273834,-32.5855207
-13.75003103,-16.18575081,-32.61173878
-13.80043901,-16.1988059,-32.63804273
-13.85094684,-16.21190369,-32.66443271
-13.90155491,-16.22504426,-32.69090888
-13.95226359,-16.23822768,-32.7174714
-14.00307326,-16.25145404,-32.74412043
-14.0539843,-16.26472341,-32.77085612
-14.10499711,-16.27803588,-32.79767866
-14.15611205,-16.29139153,-32.82458818
-14.20732953,-16.30479043,-32.85158487
-14.25864992,-16.31823268,-32.87866889
-14.31007361,-16.33171836,-32.9058404
-14.361601,-16.34524755,-32.93309958
-14.41323247,-16.35882032,-32.96044659
-14.46496842,-16.37243678,-32.98788161
-14.51680924,-16.386097,-33.0154048
-14.56875533,-16.39980108,-33.04301635
-14.62080707,-16.41354909,-33.07071643
-14.67296489,-16.42734112,-33.09850521
-14.72522916,-16.44117727,-33.12638287
-14.77760029,-16.45505762,-33.15434959
-14.83007869,-16.46898226,-33.18240554
-14.88266475,-16.48295128,-33.21055092
-14.93535889,-16.49696478,-33.23878591
-14.98816151,-16.51102284,-33.26711068
-15.04107301,-16.52512555,-33.29552542
-15.09409381,-16.53927301,-33.32403033
-15.14722432,-16.55346531,-33.35262558
-15.20046496,-16.56770254,-33.38131137
-15.25381612,-16.58198481,-33.41008788
-15.30727824,-16.5963122,-33.43895531
-15.36085173,-16.61068481,-33.46791386
-15.414537,-16.62510273,-33.49696371
-15.46833448,-16.63956607,-33.52610506
-15.52224459,-16.65407493,-33.55533811
-15.57626775,-16.66862939,-33.58466306
-15.63040439,-16.68322956,-33.61408011
-15.68465494,-16.69787554,-33.64358946
-15.73901982,-16.71256743,-33.67319131
-15.79349946,-16.72730534,-33.70288586
-15.84809429,-16.74208935,-33.73267332
-15.90280475,-16.75691958,-33.7625539
-15.95763127,-16.77179614,-33.79252781
-16.0125743,-16.78671911,-33.82259525
-16.06763425,-16.80168861,-33.85275644
-16.12281159,-16.81670475,-33.88301159
-16.17810674,-16.83176762,-33.91336091
-16.23352016,-16.84687734,-33.94380461
-16.28905228,-16.86203401,-33.97434292
-16.34470355,-16.87723775,-34.00497606
-16.40047442,-16.89248866,-34.03570423
-16.45636535,-16.90778684,-34.06652767
-16.51237678,-16.92313242,-34.09744659
-16.56850917,-16.9385255,-34.12846122
-16.62476297,-16.95396619,-34.15957179
-16.68113864,-16.96945461,-34.19077851
-16.73763664,-16.98499087,-34.22208163
-16.79425743,-17.00057509,-34.25348137
-16.85100147,-17.01620737,-34.28497796
-16.90786924,-17.03188784,-34.31657163
-16.96486119,-17.04761661,-34.34826262
-17.02197779,-17.06339379,-34.38005116
-12.10459523,-15.8202463,-31.79812484
-12.15186505,-15.83192513,-31.82159887
-12.19922263,-15.84364448,-31.84515434
-12.24666829,-15.8554044,-31.86879136
-12.29420239,-15.86720496,-31.89251005
-12.34182527,-15.87904621,-31.91631054
-12.38953726,-15.89092822,-31.94019295
-12.43733872,-15.90285105,-31.96415741
-12.48522998,-15.91481476,-31.98820404
-12.53321141,-15.92681942,-32.01233297
-12.58128334,-15.93886509,-32.03654432
-12.62944612,-15.95095182,-32.06083823
-12.6777001,-15.9630797,-32.08521482
-12.72604564,-15.97524878,-32.10967424
-12.77448308,-15.98745913,-32.1342166
-12.82301278,-15.99971081,-32.15884204
-12.8716351,-16.0120039,-32.1835507
-12.92035038,-16.02433846,-32.20834272
-12.96915899,-16.03671455,-32.23321823
-13.01806127,-16.04913226,-32.25817736
-13.0670576,-16.06159163,-32.28322026
-13.11614833,-16.07409276,-32.30834706
-13.16533381,-16.08663569,-32.33355792
-13.21461442,-16.09922052,-32.35885296
-13.26399051,-16.1118473,-32.38423234
-13.31346245,-16.12451611,-32.40969619
-13.36303061,-16.13722702,-32.43524467
-13.41269535,-16.14998011,-32.46087791
-13.46245703,-16.16277545,-32.48659608
-13.51231603,-16.17561311,-32.51239931
-13.56227272,-16.18849316,-32.53828776
-13.61232747,-16.20141569,-32.56426158
-13.66248065,-16.21438077,-32.59032092
-13.71273263,-16.22738847,-32.61646593
-13.7630838,-16.24043888,-32.64269678
-13.81353451,-16.25353206,-32.6690136
-13.86408517,-16.26666811,-32.69541658
-13.91473613,-16.27984708,-32.72190585
-13.96548778,-16.29306908,-32.74848158
-14.01634051,-16.30633417,-32.77514394
-14.06729469,-16.31964244,-32.80189307
-14.11835071,-16.33299396,-32.82872916
-14.16950896,-16.34638883,-32.85565235
-14.22076982,-16.35982711,-32.88266283
-14.27213367,-16.37330891,-32.90976074
-14.32360091,-16.38683429,-32.93694627
-14.37517193,-16.40040334,-32.96421957
-14.42684712,-16.41401615,-32.99158083
-14.47862688,-16.4276728,-33.01903021
-14.53051158,-16.44137338,-33.04656789
-14.58250165,-16.45511798,-33.07419403
-14.63459746,-16.46890668,-33.10190882
-14.68679942,-16.48273957,-33.12971243
-14.73910794,-16.49661674,-33.15760504
-14.7915234,-16.51053828,-33.18558684
-14.84404622,-16.52450428,-33.21365799
-14.89667679,-16.53851482,-33.24181868
-14.94941553,-16.55257001,-33.2700691
-15.00226284,-16.56666993,-33.29840942
-15.05521913,-16.58081467,-33.32683984
-15.10828481,-16.59500433,-33.35536055
-15.16146029,-16.609239,-33.38397172
-15.21474599,-16.62351877,-33.41267355
-15.26814232,-16.63784374,-33.44146623
-15.3216497,-16.65221401,-33.47034996
-15.37526854,-16.66662968,-33.49932492
-15.42899926,-16.68109083,-33.52839131
-15.48284229,-16.69559757,-33.55754933
-15.53679805,-16.71014999,-33.58679918
-15.59086696,-16.7247482,-33.61614105
-15.64504945,-16.73939229,-33.64557514
-15.69934594,-16.75408236,-33.67510166
-15.75375687,-16.76881852,-33.70472081
-15.80828266,-16.78360087,-33.73443279
-15.86292374,-16.7984295,-33.76423781
-15.91768056,-16.81330453,-33.79413608
-15.97255354,-16.82822605,-33.82412781
-16.02754313,-16.84319418,-33.8542132
-16.08264975,-16.85820901,-33.88439246
-16.13787386,-16.87327065,-33.91466582
-16.1932159,-16.88837921,-33.94503348
-16.2486763,-16.90353479,-33.97549566
-16.30425552,-16.91873751,-34.00605258
-16.359954,-16.93398747,-34.03670445
-16.41577219,-16.94928479,-34.0674515
-16.47171054,-16.96462956,-34.09829395
-16.52776951,-16.98002191,-34.12923201
-16.58394955,-16.99546194,-34.16026592
-16.64025111,-17.01094977,-34.1913959
-16.69667465,-17.02648551,-34.22262218
-16.75322064,-17.04206928,-34.25394498
-16.80988954,-17.05770118,-34.28536454
-16.8666818,-17.07338133,-34.31688109
-16.9235979,-17.08910986,-34.34849486
-16.9806383,-17.10488687,-34.38020609
-17.03780347,-17.12071249,-34.41201501
-17.09509389,-17.13658683,-34.44392186
-12.11627028,-15.87384778,-31.82879457
-12.16358066,-15.8855596,-31.85227806
-12.21097885,-15.89731209,-31.87584308
-12.2584652,-15.9091053,-31.89948975
-12.30604003,-15.92093929,-31.92321819
-12.35370371,-15.93281413,-31.94702853
-12.40145656,-15.94472987,-31.97092089
-12.44929895,-15.95668657,-31.99489539
-12.4972312,-15.96868431,-32.01895216
-12.54525368,-15.98072315,-32.04309133
-12.59336672,-15.99280314,-32.06731303
-12.64157068,-16.00492435,-32.09161739
-12.68986591,-16.01708685,-32.11600453
-12.73825276,-16.02929071,-32.14047459
-12.78673158,-16.04153598,-32.1650277
-12.83530273,-16.05382275,-32.189664
-12.88396655,-16.06615106,-32.21438362
-12.93272342,-16.078521,-32.2391867
-12.98157367,-16.09093263,-32.26407337
-13.03051768,-16.10338602,-32.28904377
-13.07955579,-16.11588124,-32.31409804
-13.12868837,-16.12841836,-32.33923633
-13.17791579,-16.14099744,-32.36445877
-13.22723839,-16.15361857,-32.3897655
-13.27665656,-16.16628181,-32.41515667
-13.32617064,-16.17898723,-32.44063243
-13.37578101,-16.19173491,-32.46619292
-13.42548804,-16.20452492,-32.49183829
-13.47529209,-16.21735734,-32.51756868
-13.52519353,-16.23023224,-32.54338425
-13.57519273,-16.24314969,-32.56928515
-13.62529007,-16.25610977,-32.59527152
-13.67548591,-16.26911255,-32.62134352
-13.72578064,-16.28215812,-32.64750131
-13.77617462,-16.29524655,-32.67374504
-13.82666824,-16.30837792,-32.70007487
-13.87726187,-16.32155231,-32.72649095
-13.92795589,-16.33476979,-32.75299344
-13.97875068,-16.34803045,-32.77958251
-14.02964662,-16.36133437,-32.80625831
-14.0806441,-16.37468162,-32.83302101
-14.1317435,-16.3880723,-32.85987077
-14.18294521,-16.40150647,-32.88680776
-14.23424961,-16.41498423,-32.91383213
-14.28565709,-16.42850566,-32.94094407
-14.33716805,-16.44207084,-32.96814373
-14.38878286,-16.45567985,-32.99543128
-14.44050194,-16.46933279,-33.02280691
-14.49232566,-16.48302973,-33.05027077
-14.54425442,-16.49677077,-33.07782305
-14.59628863,-16.51055599,-33.10546392
-14.64842867,-16.52438547,-33.13319355
-14.70067495,-16.53825932,-33.16101212
-14.75302787,-16.55217761,-33.18891981
-14.80548783,-16.56614044,-33.21691679
-14.85805523,-16.58014789,-33.24500326
-14.91073049,-16.59420006,-33.27317939
-14.96351399,-16.60829703,-33.30144537
-15.01640617,-16.62243891,-33.32980138
-15.06940741,-16.63662578,-33.3582476
-15.12251814,-16.65085774,-33.38678423
-15.17573877,-16.66513488,-33.41541145
-15.22906971,-16.6794573,-33.44412945
-15.28251137,-16.69382508,-33.47293843
-15.33606418,-16.70823834,-33.50183857
-15.38972854,-16.72269716,-33.53083008
-15.44350489,-16.73720164,-33.55991314
-15.49739364,-16.75175188,-33.58908796
-15.55139522,-16.76634798,-33.61835473
-15.60551005,-16.78099003,-33.64771365
-15.65973856,-16.79567815,-33.67716492
-15.71408118,-16.81041242,-33.70670874
-15.76853832,-16.82519295,-33.73634532
-15.82311044,-16.84001985,-33.76607487
-15.87779796,-16.85489321,-33.79589758
-15.9326013,-16.86981315,-33.82581367
-15.98752092,-16.88477975,-33.85582335
-16.04255725,-16.89979314,-33.88592682
-16.09771073,-16.9148534,-33.91612429
-16.15298179,-16.92996066,-33.946416
-16.20837089,-16.94511502,-33.97680213
-16.26387846,-16.96031658,-34.00728292
-16.31950496,-16.97556546,-34.03785858
-16.37525082,-16.99086176,-34.06852933
-16.43111651,-17.00620559,-34.09929538
-16.48710247,-17.02159707,-34.13015697
-16.54320916,-17.0370363,-34.16111432
-16.59943703,-17.0525234,-34.19216764
-16.65578654,-17.06805848,-34.22331717
-16.71225814,-17.08364166,-34.25456313
-16.7688523,-17.09927304,-34.28590576
-16.82556949,-17.11495275,-34.31734528
-16.88241016,-17.13068089,-34.34888193
-16.93937478,-17.1464576,-34.38051594
-16.99646382,-17.16228298,-34.41224755
-17.05367775,-17.17815714,-34.44407699
-17.11101704,-17.19408022,-34.4760045
-17.16848216,-17.21005234,-34.50803032
-12.12797829,-15.92756643,-31.85955089
-12.17532938,-15.93931133,-31.88304395
-12.22276833,-15.95109704,-31.90661863
-12.2702955,-15.96292361,-31.93027506
-12.31791122,-15.97479112,-31.95401336
-12.36561585,-15.98669961,-31.97783366
-12.41340971,-15.99864916,-32.00173607
-12.46129317,-16.01063983,-32.02572073
-12.50926656,-16.02267167,-32.04978776
-12.55733024,-16.03474476,-32.07393729
-12.60548455,-16.04685916,-32.09816944
-12.65372984,-16.05901493,-32.12248436
-12.70206646,-16.07121214,-32.14688216
-12.75049478,-16.08345086,-32.17136299
-12.79901513,-16.09573114,-32.19592696
-12.84762787,-16.10805307,-32.22057423
-12.89633336,-16.1204167,-32.24530492
-12.94513195,-16.1328221,-32.27011917
-12.99402401,-16.14526935,-32.29501712
-13.04300988,-16.15775851,-32.31999891
-13.09208994,-16.17028966,-32.34506467
-13.14126453,-16.18286285,-32.37021455
-13.19053403,-16.19547817,-32.39544869
-13.23989879,-16.20813569,-32.42076723
-13.28935918,-16.22083547,-32.44617032
-13.33891556,-16.23357759,-32.4716581
-13.38856831,-16.24636213,-32.49723071
-13.43831778,-16.25918915,-32.52288832
-13.48816435,-16.27205873,-32.54863106
-13.53810838,-16.28497096,-32.57445908
-13.58815026,-16.29792589,-32.60037254
-13.63829034,-16.31092361,-32.62637159
-13.68852901,-16.32396419,-32.65245637
-13.73886664,-16.33704772,-32.67862706
-13.7893036,-16.35017427,-32.70488379
-13.83984027,-16.36334391,-32.73122674
-13.89047704,-16.37655674,-32.75765605
-13.94121428,-16.38981282,-32.78417188
-13.99205236,-16.40311223,-32.8107744
-14.04299168,-16.41645507,-32.83746377
-14.09403262,-16.4298414,-32.86424016
-14.14517557,-16.44327132,-32.89110371
-14.1964209,-16.45674489,-32.91805461
-14.24776901,-16.47026222,-32.94509301
-14.29922028,-16.48382338,-32.97221908
-14.35077511,-16.49742845,-32.999433
-14.40243389,-16.51107752,-33.02673493
-14.45419701,-16.52477068,-33.05412505
-14.50606486,-16.53850801,-33.08160352
-14.55803784,-16.5522896,-33.10917053
-14.61011636,-16.56611554,-33.13682624
-14.6623008,-16.57998591,-33.16457083
-14.71459156,-16.59390081,-33.19240448
-14.76698906,-16.60786032,-33.22032737
-14.81949368,-16.62186453,-33.24833968
-14.87210584,-16.63591354,-33.27644159
-14.92482594,-16.65000743,-33.30463329
-14.97765439,-16.6641463,-33.33291495
-15.03059159,-16.67833024,-33.36128676
-15.08363796,-16.69255934,-33.38974892
-15.13679391,-16.70683371,-33.4183016
-15.19005985,-16.72115342,-33.44694499
-15.2434362,-16.73551858,-33.4756793
-15.29692337,-16.74992928,-33.5045047
-15.35052177,-16.76438562,-33.53342139
-15.40423184,-16.7788877,-33.56242957
-15.45805399,-16.79343561,-33.59152944
-15.51198864,-16.80802946,-33.62072118
-15.56603621,-16.82266934,-33.650005
-15.62019714,-16.83735535,-33.6793811
-15.67447184,-16.8520876,-33.70884968
-15.72886075,-16.86686618,-33.73841094
-15.7833643,-16.8816912,-33.76806508
-15.83798292,-16.89656275,-33.79781232
-15.89271704,-16.91148095,-33.82765285
-15.9475671,-16.9264459,-33.8575869
-16.00253353,-16.94145769,-33.88761465
-16.05761678,-16.95651645,-33.91773634
-16.11281728,-16.97162226,-33.94795216
-16.16813548,-16.98677525,-33.97826234
-16.22357182,-17.00197552,-34.00866709
-16.27912674,-17.01722317,-34.03916662
-16.3348007,-17.03251831,-34.06976116
-16.39059413,-17.04786107,-34.10045091
-16.4465075,-17.06325153,-34.13123612
-16.50254125,-17.07868983,-34.16211698
-16.55869584,-17.09417606,-34.19309374
-16.61497173,-17.10971034,-34.22416662
-16.67136937,-17.12529279,-34.25533584
-16.72788921,-17.14092352,-34.28660163
-16.78453174,-17.15660264,-34.31796422
-16.84129739,-17.17233027,-34.34942384
-16.89818665,-17.18810652,-34.38098073
-16.95519998,-17.20393152,-34.41263512
-17.01233785,-17.21980538,-34.44438724
-17.06960072,-17.23572822,-34.47623734
-17.12698908,-17.25170016,-34.50818565
-17.18450339,-17.26772132,-34.54023241
-12.13971934,-15.98140268,-31.890394
-12.18711128,-15.99318073,-31.91389673
-12.23459114,-16.00499973,-31.93748119
-12.28215928,-16.01685975,-31.96114749
-12.32981604,-16.02876085,-31.98489577
-12.37756176,-16.04070309,-32.00872613
-12.42539678,-16.05268653,-32.03263871
-12.47332146,-16.06471123,-32.05663364
-12.52133614,-16.07677727,-32.08071104
-12.56944117,-16.0888847,-32.10487104
-12.6176369,-16.10103358,-32.12911377
-12.66592367,-16.11322399,-32.15343935
-12.71430184,-16.12545599,-32.17784793
-12.76277177,-16.13772965,-32.20233963
-12.8113338,-16.15004503,-32.22691459
-12.85998829,-16.1624022,-32.25157294
-12.9087356,-16.17480123,-32.27631481
-12.95757607,-16.18724218,-32.30114035
-13.15387689,-16.23742667,-32.40128194
-13.20318863,-16.25007831,-32.4265279
-13.2525957,-16.2627723,-32.45185836
-13.40139258,-16.3011091,-32.52835826
-13.45118465,-16.31397322,-32.55402822
-13.5010739,-16.32688006,-32.57978342
-13.55106069,-16.3398297,-32.60562401
-13.60114539,-16.3528222,-32.63155016
-13.65132838,-16.36585765,-32.65756199
-13.70161003,-16.37893613,-32.68365969
-13.75199072,-16.3920577,-32.70984338
-13.80247082,-16.40522246,-32.73611324
-13.85305071,-16.41843047,-32.76246942
-13.90373077,-16.43168182,-32.78891208
-13.95451139,-16.44497659,-32.81544138
-14.00539293,-16.45831486,-32.84205748
-14.05637579,-16.4716967,-32.86876054
-14.10746035,-16.48512221,-32.89555072
-14.158647,-16.49859146,-32.92242819
-14.20993612,-16.51210454,-32.94939312
-14.2613281,-16.52566153,-32.97644567
-14.31282333,-16.53926251,-33.00358601
-14.3644222,-16.55290757,-33.03081431
-14.4161251,-16.5665968,-33.05813074
-14.46793243,-16.58033028,-33.08553547
-14.51984458,-16.59410809,-33.11302868
-14.57186195,-16.60793033,-33.14061053
-14.62398494,-16.62179709,-33.16828121
-14.67621394,-16.63570845,-33.19604089
-14.72854936,-16.64966449,-33.22388975
-14.78099159,-16.66366532,-33.25182797
-14.83354105,-16.67771102,-33.27985573
-14.88619814,-16.69180168,-33.3079732
-14.93896325,-16.7059374,-33.33618059
-14.99183681,-16.72011826,-33.36447806
-15.09791088,-16.7486158,-33.42134402
-15.15111222,-16.76293267,-33.44991288
-15.20442364,-16.77729506,-33.47857258
-15.25784557,-16.79170306,-33.50732331
-15.31137842,-16.80615678,-33.53616527
-15.3650226,-16.82065632,-33.56509864
-15.41877854,-16.83520176,-33.59412362
-15.47264666,-16.84979322,-33.62324042
